# # q, Iq, dIq
3.540170085042521064e-02,6.270272419125762831e+00,-2.184442080912264161e-01
3.582641320660329837e-02,6.729103358241148136e+00,7.170158769434969992e-01
3.625112556278139303e-02,6.158870472021621190e+00,9.665742605226081141e-02
3.667583791895948075e-02,5.753409136807103863e+00,-2.845206291326229930e-01
3.710055027513756848e-02,5.767853953657558819e+00,-4.108068193569199694e-02
3.752526263131565620e-02,6.152791662233238590e+00,7.526960722887321431e-01
3.794997498749374393e-02,6.209198399134904456e+00,1.045989126580754380e+00
3.837468734367183165e-02,4.477941884046630072e+00,-1.352144794744271961e+00
3.879939969984992632e-02,4.910728560757358530e+00,-5.144628436020087792e-01
3.922411205602801404e-02,5.191617269181134198e+00,8.704964001401911677e-02
3.964882441220610176e-02,5.210640201289559847e+00,2.902940327082716432e-01
4.007353676838418949e-02,5.074413768630245514e+00,2.571209734558436710e-01
4.049824912456227721e-02,4.620128424289895008e+00,-2.567140887932151117e-01
4.092296148074037188e-02,4.766262893610512030e+00,1.249609583667651708e-01
4.134767383691845960e-02,4.039702355611711759e+00,-8.091316846100821136e-01
4.177238619309654732e-02,4.490218904412484058e+00,1.534707126083121285e-02
4.219709854927463505e-02,4.194141691012680084e+00,-2.858449859296179341e-01
4.262181090545272277e-02,5.200355400440462184e+00,1.362604071921451165e+00
4.304652326163081744e-02,4.383036319563973215e+00,2.733620633497334529e-01
4.347123561780890516e-02,4.219172410337350243e+00,1.619524724920488601e-01
4.389594797398699288e-02,4.708895619820451017e+00,1.027498627048834656e+00
4.432066033016508061e-02,3.991439198541220978e+00,7.766407387362619930e-02
4.474537268634316833e-02,4.120839606826164569e+00,3.931892210657974562e-01
4.517008504252126300e-02,4.046607290214782715e+00,3.991663952186351172e-01
4.559479739869935072e-02,3.762573666971167796e+00,8.773810842678178568e-02
4.601950975487743845e-02,3.694706966434559980e+00,9.888796728123273871e-02
4.644422211105552617e-02,3.608886177703284126e+00,8.150182363411404007e-02
4.686893446723361389e-02,3.683959324104924882e+00,3.030857714063277530e-01
4.729364682341170162e-02,3.275233530348373723e+00,-2.042926610698070078e-01
4.771835917958979628e-02,3.433123540569699816e+00,1.346998910497777258e-01
4.814307153576788401e-02,3.172072880620121271e+00,-1.577202192430585403e-01
4.856778389194597173e-02,3.014840596996486433e+00,-2.964102767428408169e-01
4.899249624812405945e-02,3.503135360175161583e+00,5.319673607755400768e-01
4.941720860430214718e-02,2.938280236018215419e+00,-2.205263496143425317e-01
4.984192096048024184e-02,3.206245514278433628e+00,2.745034524326496750e-01
5.026663331665832957e-02,2.692081396045892028e+00,-4.060599745063788180e-01
5.069134567283641729e-02,3.073380756358160326e+00,2.539038981427861330e-01
5.111605802901450502e-02,2.826212909059659495e+00,-3.114099898195934329e-02
5.154077038519259274e-02,2.533811858901771075e+00,-3.856173096290279600e-01
5.196548274137068046e-02,2.878260632725441859e+00,2.141857423194011567e-01
5.239019509754877513e-02,2.546536345832041359e+00,-2.011904856414843679e-01
5.281490745372686285e-02,2.866777686975764627e+00,3.600468532922476705e-01
5.323961980990495058e-02,2.840177589898774002e+00,3.991475413018343299e-01
5.366433216608303830e-02,2.346160792972309395e+00,-2.649895399925356054e-01
5.408904452226112602e-02,2.721141476402103354e+00,3.724969486021065257e-01
5.451375687843922069e-02,2.276299595070822690e+00,-2.210846422288274549e-01
5.493846923461730841e-02,2.401664287118850716e+00,3.976401293661455810e-02
5.536318159079539614e-02,2.359719247907114514e+00,4.884265716429159188e-02
5.578789394697348386e-02,2.207657199324852826e+00,-1.083710123631226457e-01
5.621260630315157159e-02,2.383622199737049918e+00,2.249114585755821183e-01
5.663731865932966625e-02,2.151406423096901666e+00,-5.583350834486671549e-02
5.706203101550775397e-02,2.454631772066718121e+00,4.649840058135212284e-01
5.748674337168584170e-02,1.830233695720166365e+00,-4.068294864696234137e-01
5.791145572786392942e-02,1.997832892678871985e+00,-9.148463784159927004e-02
5.833616808404201715e-02,1.874037908660577179e+00,-2.139950818904698959e-01
5.876088044022011181e-02,2.051753313530297884e+00,1.147649692468345195e-01
5.918559279639819953e-02,1.739703016641856781e+00,-2.924548750986495915e-01
5.961030515257628726e-02,1.967372119192101421e+00,1.083927630302691097e-01
6.003501750875437498e-02,1.745571980696227765e+00,-1.663677289552908112e-01
6.045972986493246271e-02,1.670608846771474143e+00,-2.219657341882660950e-01
6.088444222111055043e-02,1.824742849924039900e+00,6.527911638961238217e-02
6.130915457728864509e-02,1.775408879381161320e+00,4.659253204818063210e-02
6.173386693346673282e-02,1.711593892259662297e+00,5.283609008895850945e-03
6.215857928964482054e-02,1.495320097013578486e+00,-2.658811542973275599e-01
6.258329164582290827e-02,1.707970021518773418e+00,1.050178930144942402e-01
6.300800400200098905e-02,1.792086744623544003e+00,2.818679536173089306e-01
6.343271635817908372e-02,1.436925201492973203e+00,-2.012051827220051881e-01
6.385742871435717838e-02,1.361759317776676692e+00,-2.650515192512980511e-01
6.428214107053525916e-02,1.786353650998769860e+00,4.200495373221272422e-01
6.470685342671335383e-02,1.582962527914197892e+00,1.623556995218560506e-01
6.513156578289144849e-02,1.262957143691247230e+00,-2.712855781649029518e-01
6.555627813906952928e-02,1.437333742509572465e+00,3.549206734399373842e-02
6.598099049524762394e-02,1.256919128330276525e+00,-1.910193497657932393e-01
6.640570285142570472e-02,1.146556673478922317e+00,-3.133598992916097337e-01
6.683041520760379939e-02,1.260285092196826939e+00,-1.002711787741305816e-01
6.725512756378189405e-02,1.331040453615787378e+00,4.772312239998928451e-02
6.767983991995997484e-02,1.242719385276694899e+00,-4.362165542843485927e-02
6.810455227613806950e-02,1.351062296013844533e+00,1.591383920553672560e-01
6.852926463231615029e-02,1.108643644432339093e+00,-1.652435106051985403e-01
6.895397698849424495e-02,1.178261706789857088e+00,-2.253445331320988107e-02
6.937868934467233961e-02,1.180958728705228777e+00,1.898558934965673475e-02
6.980340170085042040e-02,1.363151568679196846e+00,3.291109619102796091e-01
7.022811405702851506e-02,1.250177024248049662e+00,1.959167450280264455e-01
7.065282641320659585e-02,9.927755944382250508e-01,-1.545494621096906163e-01
7.107753876938469051e-02,1.201099467943978372e+00,1.928083640427344647e-01
7.150225112556278517e-02,1.103312035870414709e+00,8.014416119544440220e-02
7.192696348174086596e-02,1.122551919971323642e+00,1.421902996348810289e-01
7.235167583791896062e-02,9.814662809098556595e-01,-3.695555287927052707e-02
7.277638819409704141e-02,8.448985804694092439e-01,-2.098853584075358880e-01
7.320110055027513607e-02,8.123389276437840145e-01,-2.272988961460402912e-01
7.362581290645323073e-02,9.701877768897450016e-01,4.035892331465005395e-02
7.405052526263131152e-02,9.468794837581929746e-01,3.563190402348881403e-02
7.447523761880940618e-02,8.469766688047970504e-01,-8.471523761794495788e-02
7.489994997498748697e-02,8.626617597222677736e-01,-3.239436141792673141e-02
7.532466233116558163e-02,8.767661135466290334e-01,1.694378861413051857e-02
7.574937468734366242e-02,7.633662059429563440e-01,-1.254653313688905980e-01
7.617408704352175708e-02,9.085186474242378241e-01,1.195232374662768132e-01
7.659879939969985174e-02,8.310553794870250144e-01,3.012521706312278058e-02
7.702351175587793253e-02,8.096829237306674143e-01,2.431247649626992052e-02
7.744822411205602719e-02,8.085239338688197108e-01,4.820010291231139471e-02
7.787293646823410798e-02,8.115660791049824629e-01,7.777675696402568117e-02
7.829764882441220264e-02,6.708267355818977595e-01,-1.088493488417622002e-01
7.872236118059029730e-02,6.734504781230973292e-01,-8.085976784050069588e-02
7.914707353676837809e-02,6.164650942183568239e-01,-1.426590321379238857e-01
7.957178589294647275e-02,7.621294976578490976e-01,9.911750482702559595e-02
7.999649824912455354e-02,6.996773631735129229e-01,2.824664476993300408e-02
8.042121060530264820e-02,6.655151422468708056e-01,-7.234765411584876196e-04
8.084592296148074286e-02,6.477440216315276666e-01,-5.640242662474911038e-03
8.127063531765882365e-02,6.167295753152677307e-01,-3.088955923559336125e-02
8.169534767383691831e-02,5.934786105285997371e-01,-4.487533312159067839e-02
8.212006003001499910e-02,5.821034662754100975e-01,-4.138045133587343188e-02
8.254477238619309376e-02,5.923038721036782972e-01,-5.871948172572207490e-03
8.296948474237118842e-02,5.677974918701451656e-01,-2.283480026223220702e-02
8.339419709854926921e-02,5.551127113843056238e-01,-2.253099692321956782e-02
8.381890945472736387e-02,6.122759730019906588e-01,8.207565685617625173e-02
8.424362181090544466e-02,5.677460950997551548e-01,3.372598441418958592e-02
8.466833416708353932e-02,4.892392739907219790e-01,-6.593316130218541959e-02
8.509304652326163398e-02,5.654566949885417859e-01,6.619334976759211342e-02
8.551775887943971477e-02,4.441626259623815409e-01,-9.825994004404359217e-02
8.594247123561780943e-02,5.127730934107128657e-01,2.177895525989090655e-02
8.636718359179589022e-02,4.540922627544759504e-01,-4.953257041080367379e-02
8.679189594797398488e-02,5.130647193299616715e-01,5.521581454758402868e-02
8.721660830415207954e-02,4.376391821996069020e-01,-4.201037676759248468e-02
8.764132066033016033e-02,5.448394316751976607e-01,1.343867423012816420e-01
8.806603301650825499e-02,4.567020022907502530e-01,1.750160653451061574e-02
8.849074537268633578e-02,3.999596062097555138e-01,-5.257391617345550522e-02
8.891545772886443044e-02,4.485658233072564172e-01,3.504719441460189822e-02
8.934017008504252511e-02,4.290236836780071950e-01,2.007638012808262221e-02
8.976488244122060589e-02,4.462405092080762303e-01,5.986638916379596886e-02
9.018959479739870055e-02,3.690635997897275811e-01,-4.227739782514723654e-02
9.061430715357678134e-02,3.566204623967102472e-01,-4.761020279998406241e-02
9.103901950975487600e-02,3.487601536522531021e-01,-4.632238004910631257e-02
9.146373186593295679e-02,3.148841868125084043e-01,-8.431548908925573516e-02
9.188844422211105145e-02,3.711782310141898966e-01,1.265267116126851665e-02
9.231315657828914611e-02,3.763126934095322174e-01,3.254963999581724637e-02
9.273786893446722690e-02,3.328271685888037346e-01,-2.082425066379524695e-02
9.316258129064532156e-02,3.438596990737574077e-01,7.266519820867220480e-03
9.358729364682340235e-02,3.075163123761683326e-01,-3.597210285706726324e-02
9.401200600300149701e-02,2.801863381244308893e-01,-6.592248778813443455e-02
9.443671835917959168e-02,3.152829257492902881e-01,-2.465377489188360326e-03
9.486143071535767246e-02,2.974381852919936176e-01,-1.868242362165710435e-02
9.528614307153576712e-02,2.884426529873203027e-01,-2.192109637664919550e-02
9.571085542771384791e-02,2.293888048153063242e-01,-1.005520178471563109e-01
9.613556778389194257e-02,2.579096262547261875e-01,-4.810218168917897857e-02
9.656028014007003724e-02,2.961643738136570114e-01,1.870835627174607246e-02
9.698499249624811802e-02,2.683677514478112203e-01,-1.376728098813300057e-02
9.740970485242621268e-02,2.415003874424079544e-01,-4.505630943276132949e-02
9.783441720860429347e-02,3.002165267615892752e-01,5.179800411600727489e-02
9.825912956478238813e-02,2.641549128631709986e-01,6.224596023619473339e-03
9.868384192096048280e-02,2.373648420354379507e-01,-2.571185100954203120e-02
9.910855427713856358e-02,2.797549735710202490e-01,4.587141068842093966e-02
9.953326663331665825e-02,2.327136062792480864e-01,-1.690671913696635553e-02
9.995797898949473903e-02,2.441128633114260371e-01,7.791062369898916692e-03
1.003826913456728337e-01,2.625449029154148239e-01,4.285694442474113214e-02
1.008074037018509284e-01,2.245679008010388333e-01,-6.891916685309476369e-03
1.012321160580290091e-01,2.462584459175697904e-01,3.263375701698639081e-02
1.016568284142071038e-01,2.210856058270895541e-01,1.628345258997195011e-03
1.020815407703851846e-01,2.222091739436493629e-01,9.847853480739587190e-03
1.025062531265632793e-01,2.211799245204513209e-01,1.465049936993705060e-02
1.029309654827413600e-01,1.690509928103904325e-01,-5.735716775072474682e-02
1.033556778389194547e-01,2.010410202579325234e-01,-3.342005608575433859e-03
1.037803901950975494e-01,2.004112114442247183e-01,1.571184705075280704e-03
1.042051025512756302e-01,2.088135175754118611e-01,1.983768607420930211e-02
1.046298149074537248e-01,1.979158967631336752e-01,8.950371186790841843e-03
1.050545272636318056e-01,2.023218303797796880e-01,2.082803086350569835e-02
1.054792396198099003e-01,2.091842634574981596e-01,3.622852443387054866e-02
1.059039519759879949e-01,1.489234537534266101e-01,-4.919281792252604840e-02
1.063286643321660757e-01,1.925062354035773637e-01,2.102044692470556031e-02
1.067533766883441704e-01,1.493094759777981728e-01,-3.908006783818452484e-02
1.071780890445222512e-01,1.754893349282951320e-01,4.719661276304361330e-03
1.076028014007003458e-01,1.557587894371804671e-01,-2.052001616679492019e-02
1.080275137568784405e-01,1.434163902506250809e-01,-3.484037869709345064e-02
1.084522261130565213e-01,1.894163603981880717e-01,3.821479610670800581e-02
1.088769384692346159e-01,1.499600854777477232e-01,-1.702961281404764826e-02
1.093016508254126967e-01,1.393192074833250194e-01,-2.915951733544096258e-02
1.097263631815907914e-01,1.463655038202268666e-01,-1.487867841708392057e-02
1.101510755377688860e-01,1.572614750231763614e-01,5.038501327789984309e-03
1.105757878939469668e-01,1.745577228511812351e-01,3.440890078083887887e-02
1.110005002501250615e-01,1.641230864125026723e-01,2.204455863680796629e-02
1.114252126063031423e-01,1.346681810996962769e-01,-1.896664105369482919e-02
1.118499249624812369e-01,1.898129387107345967e-01,6.682619336504469487e-02
1.122746373186593316e-01,1.617945898645199720e-01,2.778586942390842696e-02
1.126993496748374124e-01,1.493691886246945877e-01,1.203691358972870662e-02
1.131240620310155071e-01,1.480556116500107988e-01,1.284116149035731923e-02
1.135487743871935878e-01,1.583322359765939324e-01,3.090708025436403328e-02
1.139734867433716825e-01,1.332495292697455092e-01,-4.182907384110192035e-03
1.143981990995497772e-01,1.225865470078246339e-01,-1.774108951429008429e-02
1.148229114557278580e-01,1.269008072259923958e-01,-8.912071340896733293e-03
1.152476238119059526e-01,1.188515128471148569e-01,-1.870002858389013464e-02
1.156723361680840334e-01,1.252790479662123091e-01,-6.852394472349824552e-03
1.160970485242621281e-01,9.306895113306731804e-02,-5.305579424132805116e-02
1.165217608804402227e-01,1.266810309359900077e-01,-6.294653161912875132e-04
1.169464732366183035e-01,1.202272565154996059e-01,-8.400282475925712269e-03
1.173711855927963982e-01,1.218699558324164572e-01,-4.107905934096368200e-03
1.177958979489744790e-01,1.410634914841242260e-01,2.644678069769402021e-02
1.182206103051525736e-01,1.509560060271956938e-01,4.299306658751187588e-02
1.186453226613306544e-01,8.092532134588550918e-02,-6.040902227973805189e-02
1.190700350175087491e-01,1.159689922641906762e-01,-6.276807769119365985e-03
1.194947473736868437e-01,1.017640913867541436e-01,-2.610359777962931865e-02
1.199194597298649245e-01,1.008220508250892017e-01,-2.611855896517188691e-02
1.203441720860430192e-01,1.060247557619364983e-01,-1.698417311606293875e-02
1.207688844422211000e-01,9.978985585339329722e-02,-2.505790111351525670e-02
1.211935967983991946e-01,1.291068690803263141e-01,2.015156972847598899e-02
1.216183091545772893e-01,9.396568949771656742e-02,-3.137645543533461312e-02
1.220430215107553701e-01,8.684799530738848694e-02,-4.093183685112952719e-02
1.224677338669334647e-01,1.209823490743207469e-01,1.131961843462925971e-02
1.228924462231115455e-01,1.069111136469916290e-01,-8.805922605604261932e-03
1.233171585792896402e-01,1.072235802416675460e-01,-7.411548682046279271e-03
1.237418709354677349e-01,9.770364794886814142e-02,-2.080658793303948734e-02
1.241665832916458156e-01,1.150108710728742212e-01,6.005291093150425148e-03
1.245912956478239103e-01,1.210389795340284097e-01,1.586012562147973148e-02
1.250160080040019772e-01,1.073330030377568356e-01,-3.935867055569447492e-03
1.254407203601800858e-01,1.113004921285204729e-01,2.720138009737378421e-03
1.258654327163581665e-01,8.657485373078831203e-02,-3.372015868956702855e-02
1.262901450725362751e-01,1.272122120622695973e-01,2.783878746653786068e-02
1.267148574287143559e-01,1.255912178417181724e-01,2.597859550438361836e-02
1.271395697848924367e-01,9.788364250783122833e-02,-1.503613698283422055e-02
1.275642821410705174e-01,1.173745279870065938e-01,1.471851919238252419e-02
1.279889944972486260e-01,9.980568071402057262e-02,-1.115497779833225268e-02
1.284137068534267068e-01,1.001323403231407783e-01,-1.023193961515421468e-02
1.288384192096047876e-01,1.008367912345050632e-01,-8.788077078736942355e-03
1.292631315657828961e-01,1.094467488869517169e-01,4.478231357722357864e-03
1.296878439219609769e-01,1.142481354676795069e-01,1.200849825076036499e-02
1.301125562781390577e-01,1.079455404090073484e-01,2.866449578751958330e-03
1.305372686343171662e-01,1.284228066367107679e-01,3.387494420879210572e-02
1.309619809904952470e-01,1.143896753057666860e-01,1.308919168555749794e-02
1.313866933466733278e-01,1.113110585791033114e-01,8.698579253670913822e-03
1.318114057028514086e-01,9.428018494647462389e-02,-1.665693004780579786e-02
1.322361180590295171e-01,1.074303875644748302e-01,3.231462494292595619e-03
1.326608304152075979e-01,1.027701031265498000e-01,-3.611920187858768273e-03
1.330855427713856787e-01,1.125842848679590308e-01,1.124709387158403205e-02
1.335102551275637872e-01,1.127414473286405816e-01,1.160907194656980897e-02
1.339349674837418680e-01,8.529886197008666737e-02,-2.944861222012739796e-02
1.343596798399199488e-01,1.106782748471184935e-01,8.698988638159876885e-03
1.347843921960980573e-01,1.157043575985732542e-01,1.628846023198349605e-02
1.352091045522761381e-01,1.091260264877984276e-01,6.450919740220596894e-03
1.356338169084542189e-01,1.036434759264844852e-01,-1.752551075948079835e-03
1.360585292646322997e-01,9.152231421686744806e-02,-1.991697202607398826e-02
1.364832416208104082e-01,1.152289947139751997e-01,1.565563823556035891e-02
1.369079539769884890e-01,1.218875356748346100e-01,2.564342564948745087e-02
1.373326663331665698e-01,9.192602039298512773e-02,-1.931898981101258170e-02
1.377573786893446783e-01,1.008060836445466707e-01,-6.040151144879878607e-03
1.381820910455227591e-01,1.069175879661680428e-01,3.071467795496455634e-03
1.386068034017008399e-01,1.139108264158712192e-01,1.350127553635239314e-02
1.390315157578789207e-01,7.898676316517083684e-02,-3.894286461615820150e-02
1.394562281140570292e-01,1.036011921087019172e-01,-2.078454425383641918e-03
1.398809404702351100e-01,1.080779419069411162e-01,4.573043555195283570e-03
1.403056528264131908e-01,1.132810795401821558e-01,1.230047753094643502e-02
1.407303651825912993e-01,8.265878130398572610e-02,-3.372531953696416424e-02
1.411550775387693801e-01,9.367697085866728834e-02,-1.729961364768389104e-02
1.415797898949474609e-01,1.244427895461432398e-01,2.874749694357387267e-02
1.420045022511255695e-01,1.108593246853412234e-01,8.276831636705048179e-03
1.424292146073036502e-01,1.165263051085443785e-01,1.668712927333498852e-02
1.428539269634817310e-01,9.889609691874411135e-02,-9.849770302369068031e-03
1.432786393196598118e-01,1.122085901118130141e-01,1.001885497898939194e-02
1.437033516758379204e-01,1.011054749884047754e-01,-6.746341485930595558e-03
1.441280640320160011e-01,9.465112838031405906e-02,-1.654376918942077057e-02
1.445527763881940819e-01,8.360864881314741814e-02,-3.322028894075849254e-02
1.449774887443721905e-01,1.041282025781257031e-01,-2.544632161412770533e-03
1.454022011005502713e-01,1.061657887285718804e-01,4.167190492543673686e-04
1.458269134567283520e-01,1.105023719368421475e-01,6.829040059196286525e-03
1.462516258129064606e-01,8.378776677698118736e-02,-3.333984514039187858e-02
1.466763381690845414e-01,1.188150576692828392e-01,1.909746285169904370e-02
1.471010505252626221e-01,8.752949038758568723e-02,-2.793687228794564451e-02
1.475257628814407029e-01,1.094066101348679793e-01,4.778288130826872232e-03
1.479504752376188115e-01,1.186718296425677832e-01,1.858685053099419504e-02
1.483751875937968923e-01,1.073018080044361583e-01,1.453567770750417492e-03
1.487998999499749730e-01,1.025863983093478204e-01,-5.692547710612252260e-03
1.492246123061530816e-01,1.107278885266285012e-01,6.445178806283004963e-03
1.496493246623311624e-01,1.033959328322640037e-01,-4.631331232891026592e-03
1.500740370185092432e-01,1.036090451207161145e-01,-4.390661050493422507e-03
1.504987493746873239e-01,1.056757144855750424e-01,-1.362822917005161553e-03
1.509234617308654325e-01,9.624541307741468765e-02,-1.556796651253777516e-02
1.513481740870435133e-01,1.172000122259998084e-01,1.581678408609850026e-02
1.517728864432215941e-01,1.039878906189823787e-01,-4.041314670564128374e-03
1.521975987993997026e-01,8.902016318846608933e-02,-2.653214251204308663e-02
1.526223111555777834e-01,1.282245582575634868e-01,3.223307894837649373e-02
1.530470235117558642e-01,8.621892016637947020e-02,-3.081582186543769045e-02
1.534717358679339727e-01,9.965136342166480699e-02,-1.069997078099120362e-02
1.538964482241120535e-01,1.308344993540769552e-01,3.605499369290434547e-02
1.543211605802901343e-01,1.149577378728836585e-01,1.223345945882755789e-02
1.547458729364682151e-01,7.250025285952035881e-02,-5.145076855943885030e-02
1.551705852926463236e-01,1.041908359365113224e-01,-3.910898317091757691e-03
1.555952976488244044e-01,1.052100356708034479e-01,-2.379148480765844436e-03
1.560200100050024852e-01,9.255219189580408956e-02,-2.136144395319967970e-02
1.564447223611805937e-01,1.295508447673872077e-01,3.414878479566536840e-02
1.568694347173586745e-01,8.595875317975462671e-02,-3.121398461488374826e-02
1.572941470735367553e-01,1.123100538301877033e-01,8.351992221950377271e-03
1.577188594297148638e-01,1.178434758607117966e-01,1.670025141222534690e-02
1.581435717858929446e-01,1.089118907502887451e-01,3.353902592110750806e-03
1.585682841420710254e-01,1.128725525842041028e-01,9.345602507815234036e-03
1.589929964982491062e-01,1.214898668016061722e-01,2.232406067876315306e-02
1.594177088544272147e-01,1.116054498759050106e-01,7.557514108662878594e-03
1.598424212106052955e-01,1.029150640328194005e-01,-5.405212251075592993e-03
1.602671335667833763e-01,1.098185035403806825e-01,5.036292687028675642e-03
1.606918459229614848e-01,9.883329281217001494e-02,-1.134592507922691298e-02
1.611165582791395656e-01,9.038380364046855187e-02,-2.392134351490935937e-02
1.615412706353176464e-01,8.682498712006865571e-02,-2.916091403791351566e-02
1.619659829914957550e-01,9.749549970865828419e-02,-1.305493227462835477e-02
1.623906953476738357e-01,1.085479221899737640e-01,3.630939411483678856e-03
1.628154077038519165e-01,1.030862295962352848e-01,-4.442227304590590578e-03
