# # q, Iq, dIq
2.296096096096096051e-01,1.397373892874864687e-01,-1.548152476969174608e-02
2.304594594594594481e-01,1.484385713060802914e-01,-1.508890617486009517e-03
2.313093093093093189e-01,1.719774426632816045e-01,3.470834145608752558e-02
2.321591591591591619e-01,1.207621256545568234e-01,-4.121717880927509847e-02
2.330090090090090049e-01,6.714301620964749362e-02,-1.207600470967060968e-01
2.338588588588588479e-01,8.941531764848413555e-02,-8.647779381847209290e-02
2.347087087087087187e-01,1.844327858543540199e-01,5.691002266845972268e-02
2.355585585585585617e-01,1.075446096599073365e-01,-5.757335137374271911e-02
2.364084084084084048e-01,1.534102346277874951e-01,1.206060551807045661e-02
2.372582582582582478e-01,1.642835074219375080e-01,2.919235372171854678e-02
2.381081081081081186e-01,7.363291857746977198e-02,-1.059756113458965310e-01
2.389579579579579616e-01,1.653511289366149106e-01,3.239536282689690211e-02
2.398078078078078046e-01,1.651844785928498760e-01,3.292492343999339072e-02
2.406576576576576476e-01,1.616770435700430608e-01,2.842971943833028092e-02
2.415075075075075184e-01,1.724699202763763095e-01,4.537163852280233500e-02
2.423573573573573614e-01,1.988648294051698351e-01,8.570396219940105975e-02
2.432072072072072044e-01,1.318696602143292207e-01,-1.406035299042777097e-02
2.440570570570570474e-01,2.183017056932215760e-01,1.163052530478848740e-01
2.449069069069069182e-01,9.202494581197107060e-02,-7.240241534380514876e-02
2.457567567567567612e-01,1.428076440469698838e-01,4.470015570644668597e-03
2.466066066066066043e-01,1.511376307834532140e-01,1.765488259858052217e-02
2.474564564564564473e-01,1.302518382684430542e-01,-1.299209281867778898e-02
2.483063063063063181e-01,1.309629745181059290e-01,-1.125152553108823769e-02
2.491561561561561611e-01,1.433352418022473818e-01,7.973100850073288129e-03
2.500060060060059763e-01,1.000885706216644855e-01,-5.623871857630881321e-02
2.508558558558558471e-01,1.631436380718510881e-01,3.899372946717014760e-02
2.517057057057057179e-01,2.159841563228179773e-01,1.188958487318305529e-01
2.525555555555555332e-01,1.107223113036607393e-01,-3.836471899955402193e-02
2.534054054054054039e-01,1.403629265350839761e-01,6.718790353890048868e-03
2.542552552552552747e-01,1.178862122509840987e-01,-2.638353989706653663e-02
2.551051051051050900e-01,1.630243446110259120e-01,4.192642610407831816e-02
2.559549549549549607e-01,1.185022862160815121e-01,-2.426408034268981093e-02
2.568048048048048315e-01,1.091154245432398029e-01,-3.776182965541874381e-02
2.576546546546546468e-01,1.157333743248899205e-01,-2.726185853494055705e-02
2.585045045045045176e-01,1.246968532168553218e-01,-1.325280644611031601e-02
2.593543543543543328e-01,1.154335951854937314e-01,-2.659252643916936235e-02
2.602042042042042036e-01,9.398687377246994767e-02,-5.821538959815923675e-02
2.610540540540540744e-01,9.199769815332267675e-02,-6.065913323133249879e-02
2.619039039039038896e-01,1.281553172890861347e-01,-5.889462023064324578e-03
2.627537537537537604e-01,1.259432823023549364e-01,-8.680549557900957280e-03
2.636036036036036312e-01,1.738724292876006605e-01,6.373439288736310049e-02
2.644534534534534465e-01,1.077987416726906705e-01,-3.486054823435165428e-02
2.653033033033033172e-01,1.149543662748326173e-01,-2.361718810252269249e-02
2.661531531531531325e-01,1.122537796985912800e-01,-2.716391407640166705e-02
2.670030030030030033e-01,1.318688921986271301e-01,2.757138904883636894e-03
2.678528528528528740e-01,1.016238013988726430e-01,-4.211844018849587173e-02
2.687027027027026893e-01,1.357328331626837525e-01,9.530484260177584863e-03
2.695525525525525601e-01,1.338801375133794047e-01,7.229873764893589815e-03
2.704024024024024309e-01,1.645734803394337253e-01,5.374118527057415717e-02
2.712522522522522461e-01,1.355967441463178935e-01,1.073989718804439948e-02
2.721021021021021169e-01,1.477627075609303509e-01,2.944512772635161924e-02
2.729519519519519322e-01,1.019251400858294243e-01,-3.886225455802722745e-02
2.738018018018018029e-01,1.462542686994072749e-01,2.807329577250766012e-02
2.746516516516516737e-01,1.707766492239433664e-01,6.529186043542029028e-02
2.755015015015014890e-01,1.660753313104683659e-01,5.866846088377990903e-02
2.763513513513513598e-01,1.269148030856442066e-01,3.504783322118874898e-04
2.772012012012011750e-01,1.023444039156744256e-01,-3.608766371803914796e-02
2.780510510510510458e-01,1.292875129533280210e-01,4.739519804141852262e-03
2.789009009009009166e-01,1.708121053969152425e-01,6.743439532632251876e-02
2.797507507507507318e-01,1.046410787193025188e-01,-3.141823219430411179e-02
2.806006006006006026e-01,1.407220122023004061e-01,2.310304840974881577e-02
2.814504504504504734e-01,1.314878830791917641e-01,9.647710905509308474e-03
2.823003003003002886e-01,1.383319463302961905e-01,2.030555590590607182e-02
2.831501501501501594e-01,6.974176917032703926e-02,-8.219208612318433527e-02
2.839999999999999747e-01,2.053347703439637462e-01,1.215805095244491263e-01
2.848498498498498455e-01,1.189083606683927902e-01,-7.680862328785484187e-03
2.856996996996997162e-01,1.263521833192580990e-01,3.857967845823420325e-03
2.865495495495495315e-01,1.058985405258383167e-01,-2.645463777752828441e-02
2.873993993993994023e-01,9.389778376774063351e-02,-4.409346940034575973e-02
2.882492492492492731e-01,8.714333549960967540e-02,-5.386850202705016633e-02
2.890990990990990883e-01,1.185907540027676815e-01,-6.346369036251609495e-03
2.899489489489489591e-01,1.863989031724399559e-01,9.571151398040643465e-02
2.907987987987987744e-01,5.793601456632281599e-02,-9.664237024156774325e-02
2.916486486486486451e-01,1.889703748968452612e-01,1.002446933162517567e-01
2.924984984984985159e-01,9.793705473034129694e-02,-3.597431190137700269e-02
2.933483483483483312e-01,1.572776208742492354e-01,5.336347405822072093e-02
2.941981981981982019e-01,1.372494708424523979e-01,2.364447015604098992e-02
2.950480480480480727e-01,1.356874064693879001e-01,2.162114539583057105e-02
2.958978978978978880e-01,9.223067793044162355e-02,-4.324736977946590927e-02
2.967477477477477588e-01,1.099762029947739389e-01,-1.631546598897014311e-02
2.975975975975975740e-01,6.370983249661077430e-02,-8.540429052462907011e-02
2.984474474474474448e-01,1.239386177987986948e-01,5.246603091301789770e-03
2.992972972972973156e-01,1.130903545231058127e-01,-1.072121303806240246e-02
3.001471471471471308e-01,1.390183672718683927e-01,2.847208633154176688e-02
3.009969969969970016e-01,1.848938382164643235e-01,9.758315424226784995e-02
3.018468468468468724e-01,1.253926078784518283e-01,8.625395608552906962e-03
3.026966966966966877e-01,1.062000904038152560e-01,-1.987327072402733305e-02
3.035465465465465584e-01,9.186418231292289849e-02,-4.109115250015992621e-02
3.043963963963963737e-01,8.962345521947870375e-02,-4.417035766453562828e-02
3.052462462462462445e-01,1.240327674745426295e-01,7.721313098298773249e-03
3.060960960960961152e-01,9.509481839067171483e-02,-3.541203367337717595e-02
3.069459459459459305e-01,9.841719293092915377e-02,-3.015885605716803544e-02
3.077957957957958013e-01,8.715074934806227303e-02,-4.679258287052083520e-02
3.086456456456456721e-01,1.621852449792635653e-01,6.602172867602842943e-02
3.094954954954954873e-01,3.281692712663497602e-02,-1.277713520175932926e-01
3.103453453453453581e-01,1.351087388956241919e-01,2.592286913593642994e-02
3.111951951951951734e-01,1.348935439660197966e-01,2.585393339587876982e-02
3.120450450450450441e-01,9.953157678670898623e-02,-2.693749096802401655e-02
3.128948948948949149e-01,9.042636112537771886e-02,-4.034610729764050857e-02
3.137447447447447302e-01,1.130369506500573801e-01,-6.183306775150582135e-03
3.145945945945946010e-01,1.005889746764801196e-01,-2.461067350985069596e-02
3.154444444444444717e-01,1.661379970382234894e-01,7.395508599527597648e-02
3.162942942942942870e-01,1.193862443316778266e-01,4.067219558316787290e-03
3.171441441441441578e-01,1.515647043172274888e-01,5.257194410762403014e-02
3.179939939939939730e-01,1.065714992888609630e-01,-1.468373018911503340e-02
3.188438438438438438e-01,9.721528311519375687e-02,-2.848697689917677883e-02
3.196936936936937146e-01,1.753889742236288130e-01,8.900154346942913686e-02
3.205435435435435299e-01,1.306681621690370665e-01,2.214511694819795012e-02
3.213933933933934006e-01,8.767948600328132058e-02,-4.211633603495058137e-02
3.222432432432432714e-01,1.259431115615473606e-01,1.549750592500760173e-02
3.230930930930930867e-01,1.582062189465752999e-01,6.410754733361667679e-02
3.239429429429429574e-01,1.322225445572254021e-01,2.534467856155022195e-02
3.247927927927927727e-01,1.088855000743335077e-01,-9.450855907117432578e-03
